age,attrition,business_travel,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager
56,False,Travel_Rarely,Research & Development,9,3,Medical,762,3,Male,3,4,Healthcare Representative,4,Married,11103.0,20420,7,False,11,3,3,30,1,2,10,7,1,1.0
40,False,Travel_Rarely,Research & Development,2,1,Medical,763,4,Female,2,1,Research Scientist,4,Single,2342.0,22929,0,True,20,4,4,5,2,2,4,2,2,3.0
27,False,Travel_Rarely,Research & Development,7,3,Medical,764,4,Female,2,2,Healthcare Representative,1,Single,6811.0,23398,8,False,19,3,1,9,2,1,7,6,0,7.0
29,False,Travel_Rarely,Sales,10,3,Marketing,766,4,Male,3,1,Sales Representative,2,Divorced,2297.0,17967,1,False,14,3,4,2,2,3,2,2,2,2.0
53,False,Travel_Rarely,Research & Development,6,3,Life Sciences,769,4,Male,3,2,Laboratory Technician,4,Single,2450.0,10919,2,False,17,3,4,19,4,3,2,2,2,2.0
35,False,Travel_Rarely,Research & Development,2,4,Life Sciences,771,4,Female,3,2,Healthcare Representative,1,Divorced,5093.0,4761,2,False,11,3,1,16,2,4,1,0,0,0.0
32,False,Travel_Frequently,Research & Development,24,4,Life Sciences,772,1,Male,3,2,Laboratory Technician,4,Married,5309.0,21146,1,False,15,3,4,10,2,3,10,8,4,7.0
38,False,Travel_Rarely,Research & Development,2,5,Medical,773,4,Male,3,1,Research Scientist,3,Married,3057.0,20471,6,True,13,3,2,6,0,1,1,0,0,1.0
34,False,Travel_Rarely,Research & Development,8,5,Life Sciences,775,2,Female,3,2,Manufacturing Director,1,Divorced,5121.0,4187,3,False,14,3,3,7,3,3,0,0,0,0.0
52,False,Travel_Rarely,Sales,3,4,Marketing,776,3,Male,2,4,Manager,1,Married,16856.0,10084,1,False,11,3,1,34,3,4,34,6,1,16.0
25,False,Travel_Rarely,Sales,26,1,Unknown,781,3,Female,3,2,Sales Executive,4,Single,6180.0,22807,1,False,23,4,2,6,5,2,6,5,1,3.0
45,False,Travel_Rarely,Sales,2,2,Technical Degree,783,2,Male,1,2,Sales Representative,3,Unknown,6632.0,12388,0,False,13,3,1,9,3,3,8,7,3,1.0
23,False,Travel_Rarely,Research & Development,10,1,Medical,784,1,Male,4,1,Research Scientist,3,Single,3505.0,19630,1,False,18,3,4,2,3,3,2,2,0,2.0
34,False,Travel_Rarely,Sales,2,3,Other,786,4,Male,3,2,Sales Executive,4,Single,6274.0,18686,1,False,22,4,3,6,3,3,6,5,1,4.0
36,False,Non_Travel,Sales,8,4,Life Sciences,789,1,Male,2,3,Sales Executive,1,Single,7587.0,14229,1,False,15,3,2,10,1,3,10,7,0,3.0
52,False,Non_Travel,Research & Development,19,4,Medical,791,4,Male,3,1,Research Scientist,4,Married,4258.0,26589,0,False,18,3,1,5,3,3,4,3,1,2.0
26,False,Travel_Frequently,Research & Development,1,2,Life Sciences,792,1,Female,1,1,Laboratory Technician,4,Divorced,4364.0,5288,3,False,14,3,1,5,2,3,2,2,2,0.0
29,False,Travel_Rarely,Research & Development,27,3,Medical,793,2,Female,3,2,Healthcare Representative,3,Married,4335.0,25549,4,False,12,3,1,11,3,2,8,7,1,1.0
34,False,Travel_Rarely,Research & Development,1,4,Life Sciences,797,2,Female,4,1,Research Scientist,4,Single,3280.0,13551,2,False,16,3,3,10,2,3,4,2,1,3.0
54,False,Travel_Rarely,Research & Development,19,4,Medical,799,4,Female,3,2,Manufacturing Director,1,Divorced,5485.0,22670,9,True,11,3,2,9,4,3,5,3,1,4.0
27,False,Travel_Frequently,Sales,8,1,Marketing,800,3,Male,3,2,Sales Executive,4,Unknown,4342.0,24008,0,False,19,3,2,5,3,3,4,2,1,1.0
37,False,Travel_Rarely,Research & Development,10,1,Life Sciences,802,4,Female,3,1,Research Scientist,1,Divorced,2782.0,19905,0,True,13,3,2,6,3,2,5,3,4,3.0
38,False,Travel_Frequently,Research & Development,2,4,Life Sciences,803,1,Female,4,2,Manufacturing Director,1,Single,5980.0,26085,6,True,12,3,4,17,2,3,15,7,4,3.0
34,False,Travel_Rarely,Research & Development,2,4,Medical,804,3,Female,2,1,Research Scientist,1,Single,4381.0,7530,1,False,11,3,3,6,3,3,6,5,1,3.0
35,False,Travel_Rarely,Sales,8,4,Life Sciences,805,1,Female,3,1,Sales Representative,4,Married,2572.0,20317,1,False,16,3,2,3,1,2,3,2,0,2.0
30,False,Travel_Rarely,Research & Development,1,3,Life Sciences,806,4,Male,1,1,Laboratory Technician,3,Married,3833.0,24375,3,False,21,4,3,7,2,3,2,2,0,2.0
40,False,Travel_Frequently,Research & Development,2,2,Medical,807,3,Female,4,2,Healthcare Representative,2,Married,4244.0,9931,1,False,24,4,4,8,2,3,8,7,3,3.0
34,False,Travel_Rarely,Sales,8,2,Life Sciences,808,3,Female,3,2,Sales Executive,1,Married,6500.0,13305,5,False,17,3,2,6,1,3,3,2,1,2.0
42,False,Travel_Frequently,Research & Development,8,3,Life Sciences,809,2,Male,3,5,Manager,4,Divorced,18430.0,16225,1,False,13,3,2,24,4,2,24,7,14,9.0
24,False,Non_Travel,Research & Development,9,3,Life Sciences,812,3,Male,2,1,Laboratory Technician,2,Unknown,2694.0,26551,1,False,11,3,3,1,4,3,1,0,0,0.0
52,False,Travel_Rarely,Research & Development,11,4,Life Sciences,813,4,Female,3,2,Laboratory Technician,3,Married,3149.0,21821,8,False,20,4,2,9,3,3,5,2,1,4.0
50,False,Travel_Rarely,Research & Development,2,3,Medical,815,3,Male,3,4,Research Director,3,Married,17639.0,6881,5,False,16,3,4,30,3,3,4,3,0,3.0
33,False,Travel_Rarely,Research & Development,7,3,Medical,817,3,Male,3,3,Research Director,3,Married,11691.0,25995,0,False,11,3,4,14,3,4,13,9,3,7.0
47,False,Travel_Rarely,Research & Development,2,2,Other,820,3,Female,3,4,Manager,4,Married,16752.0,12982,1,True,11,3,3,26,3,2,26,14,3,0.0
36,False,Travel_Rarely,Research & Development,1,3,Other,823,3,Female,3,2,Manufacturing Director,2,Married,5228.0,23361,0,False,15,3,1,10,2,3,9,7,0,5.0
29,False,Travel_Rarely,Research & Development,23,2,Life Sciences,824,3,Male,4,1,Research Scientist,3,Married,2700.0,23779,1,False,24,4,3,10,3,3,10,7,0,7.0
35,False,Travel_Rarely,Research & Development,1,4,Life Sciences,826,4,Female,4,1,Research Scientist,3,Single,2506.0,13301,3,False,13,3,3,7,0,3,2,2,2,2.0
42,False,Travel_Rarely,Research & Development,1,2,Life Sciences,827,4,Female,2,2,Manufacturing Director,4,Married,6062.0,4051,9,True,13,3,4,8,4,3,4,3,0,2.0
36,False,Travel_Rarely,Human Resources,13,3,Human Resources,829,3,Male,3,1,Human Resources,2,Married,2143.0,25527,4,False,13,3,2,8,2,3,5,2,0,4.0
37,False,Travel_Rarely,Research & Development,4,3,Life Sciences,830,3,Female,2,2,Manufacturing Director,3,Married,6162.0,19124,1,False,12,3,3,14,3,3,14,13,6,8.0
40,False,Travel_Frequently,Research & Development,16,4,Medical,832,1,Male,2,2,Laboratory Technician,3,Single,5094.0,11983,6,False,14,3,4,10,6,3,1,0,0,0.0
30,False,Travel_Rarely,Research & Development,2,3,Medical,833,3,Female,2,2,Manufacturing Director,4,Single,6877.0,20234,5,True,24,4,2,12,4,2,0,0,0,0.0
45,False,Travel_Rarely,Research & Development,2,3,Unknown,834,2,Female,2,1,Research Scientist,3,Single,2274.0,6153,1,False,14,3,4,1,3,3,1,0,0,0.0
42,False,Travel_Rarely,Research & Development,29,3,Life Sciences,836,2,Male,3,2,Manufacturing Director,2,Married,4434.0,11806,1,False,13,3,4,10,3,2,9,8,7,3.0
38,False,Travel_Rarely,Research & Development,12,3,Life Sciences,837,1,Male,2,2,Healthcare Representative,1,Divorced,6288.0,4284,2,False,15,3,3,13,3,2,4,3,1,2.0
34,False,Travel_Frequently,Research & Development,16,4,Life Sciences,838,3,Female,2,1,Research Scientist,4,Single,2553.0,8306,1,False,16,3,3,6,3,3,5,2,1,3.0
43,False,Travel_Rarely,Research & Development,14,2,Life Sciences,843,2,Male,3,4,Research Director,1,Married,17159.0,5200,6,False,24,4,3,22,3,3,4,1,1,3.0
27,False,Travel_Rarely,Research & Development,5,1,Technical Degree,844,3,Male,2,3,Research Director,4,Divorced,12808.0,8842,1,True,16,3,2,9,3,3,9,8,0,8.0
35,False,Travel_Rarely,Research & Development,7,3,Other,845,3,Male,3,3,Manufacturing Director,3,Single,10221.0,18869,3,False,21,4,2,17,3,4,8,5,1,6.0
28,False,Travel_Rarely,Sales,2,4,Marketing,846,2,Female,3,2,Sales Executive,2,Unknown,4779.0,3698,1,True,20,4,1,8,2,3,8,7,7,5.0
34,False,Travel_Rarely,Human Resources,3,2,Human Resources,847,3,Male,3,1,Human Resources,4,Married,3737.0,2243,0,False,19,3,3,4,1,1,3,2,0,2.0
27,False,Non_Travel,Research & Development,3,3,Medical,850,4,Male,3,1,Research Scientist,4,Married,1706.0,16571,1,False,11,3,3,0,6,2,0,0,0,0.0
51,False,Travel_Rarely,Sales,26,4,Marketing,851,1,Female,3,4,Manager,3,Married,16307.0,5594,2,False,14,3,3,29,2,2,20,6,4,17.0
44,False,Travel_Rarely,Research & Development,4,3,Medical,852,4,Male,3,2,Healthcare Representative,2,Single,5933.0,5197,9,False,12,3,4,10,2,2,5,2,2,3.0
25,False,Travel_Rarely,Research & Development,2,1,Medical,854,1,Male,4,1,Research Scientist,1,Single,3424.0,21632,7,False,13,3,3,6,3,2,4,3,0,1.0
33,False,Travel_Rarely,Sales,1,3,Medical,855,1,Male,4,2,Sales Executive,1,Divorced,4037.0,21816,1,False,22,4,1,9,5,3,9,8,0,8.0
35,False,Travel_Rarely,Research & Development,27,1,Medical,856,3,Female,2,1,Research Scientist,1,Single,2559.0,17852,1,False,11,3,4,6,3,2,6,5,1,1.0
36,False,Travel_Rarely,Sales,1,2,Life Sciences,857,2,Male,3,2,Sales Executive,4,Unknown,6201.0,2823,1,True,14,3,4,18,1,2,18,14,4,11.0
32,False,Travel_Rarely,Sales,13,4,Life Sciences,859,2,Male,3,2,Sales Executive,4,Divorced,4403.0,9250,2,False,11,3,3,8,3,2,5,2,0,3.0
30,False,Travel_Frequently,Research & Development,5,4,Life Sciences,861,2,Male,2,1,Research Scientist,4,Divorced,3761.0,2373,9,False,12,3,2,10,3,2,5,4,0,3.0
53,False,Travel_Rarely,Sales,7,2,Marketing,862,1,Female,2,3,Sales Executive,4,Married,10934.0,20715,7,True,18,3,4,35,3,3,5,2,0,4.0
45,False,Travel_Rarely,Sales,9,3,Marketing,864,4,Male,3,3,Sales Executive,1,Divorced,10761.0,19239,4,True,12,3,3,18,2,3,5,4,0,2.0
32,False,Travel_Rarely,Research & Development,8,2,Unknown,865,3,Female,4,2,Research Scientist,3,Married,5175.0,22162,5,False,12,3,3,9,3,2,5,3,1,3.0
52,False,Travel_Frequently,Research & Development,25,4,Medical,867,3,Female,2,4,Manufacturing Director,4,Married,13826.0,19028,3,False,22,4,3,31,3,3,9,8,0,0.0
37,False,Travel_Rarely,Sales,16,4,Marketing,868,4,Male,2,2,Sales Executive,3,Divorced,6334.0,24558,4,False,19,3,4,9,2,3,1,0,0,0.0
28,False,Travel_Rarely,Human Resources,8,2,Medical,869,2,Male,2,1,Human Resources,4,Divorced,4936.0,23965,1,False,13,3,4,6,6,3,5,1,0,4.0
22,False,Travel_Rarely,Research & Development,1,2,Life Sciences,872,4,Male,2,2,Manufacturing Director,4,Married,4775.0,19146,6,False,22,4,1,4,2,1,2,2,2,2.0
44,False,Travel_Rarely,Research & Development,8,4,Life Sciences,874,1,Male,4,1,Laboratory Technician,4,Married,2818.0,5044,2,True,24,4,3,10,2,2,3,2,0,2.0
37,False,Travel_Frequently,Research & Development,2,1,Medical,875,2,Male,3,1,Research Scientist,4,Unknown,2515.0,9068,5,True,14,3,4,8,2,3,2,1,2,2.0
36,False,Travel_Rarely,Human Resources,8,3,Life Sciences,878,1,Male,2,1,Human Resources,1,Married,2342.0,8635,0,False,21,4,3,6,3,3,5,4,0,3.0
25,False,Travel_Rarely,Sales,3,1,Other,879,3,Male,3,2,Sales Executive,1,Unknown,4194.0,14363,1,True,18,3,4,5,3,3,5,3,0,3.0
35,False,Travel_Rarely,Research & Development,9,3,Life Sciences,880,4,Female,2,3,Manufacturing Director,3,Married,10685.0,23457,1,True,20,4,2,17,2,3,17,14,5,15.0
32,False,Travel_Rarely,Research & Development,1,3,Life Sciences,882,4,Male,3,1,Laboratory Technician,4,Divorced,2314.0,9148,0,False,12,3,2,4,2,3,3,0,0,2.0
37,False,Travel_Rarely,Sales,4,1,Marketing,885,3,Male,2,2,Sales Executive,1,Married,4256.0,18154,1,False,12,3,1,5,1,4,5,2,0,3.0
49,False,Travel_Rarely,Research & Development,1,3,Technical Degree,887,3,Female,3,1,Research Scientist,1,Married,3580.0,10554,2,False,16,3,2,7,2,3,4,2,0,2.0
24,False,Non_Travel,Research & Development,4,1,Life Sciences,888,1,Male,2,1,Laboratory Technician,4,Married,3162.0,10778,0,False,17,3,4,6,2,2,5,2,3,4.0
32,False,Travel_Frequently,Sales,5,2,Life Sciences,889,2,Male,3,2,Sales Executive,2,Married,6524.0,8891,1,False,14,3,4,10,3,3,10,8,5,3.0
38,False,Travel_Rarely,Sales,9,3,Marketing,893,2,Male,2,1,Sales Representative,2,Married,2899.0,12102,0,False,19,3,4,3,3,3,2,2,1,2.0
37,False,Travel_Rarely,Research & Development,3,3,Life Sciences,894,3,Female,4,2,Laboratory Technician,4,Married,5231.0,23726,2,True,13,3,2,17,1,2,5,3,1,3.0
31,False,Travel_Rarely,Research & Development,11,4,Life Sciences,895,4,Male,3,1,Research Scientist,4,Married,2356.0,14871,3,True,19,3,2,8,2,3,6,4,0,2.0
53,False,Travel_Rarely,Sales,8,3,Marketing,897,1,Male,3,4,Sales Executive,4,Unknown,11836.0,22789,5,False,14,3,3,28,3,3,2,0,2,3.0
35,False,Travel_Rarely,Research & Development,25,3,Technical Degree,899,4,Male,2,3,Manufacturing Director,2,Married,10903.0,9129,3,False,16,3,1,16,2,3,13,10,4,8.0
37,False,Travel_Frequently,Sales,21,2,Medical,900,3,Female,3,1,Sales Representative,4,Married,2973.0,21222,5,False,15,3,2,10,3,3,5,4,0,0.0
53,False,Travel_Rarely,Research & Development,23,4,Life Sciences,901,4,Female,3,4,Research Director,4,Single,14275.0,20206,6,False,18,3,3,33,0,3,12,9,3,8.0
43,False,Travel_Frequently,Research & Development,1,3,Life Sciences,902,4,Female,3,2,Healthcare Representative,4,Married,5562.0,21782,4,False,13,3,2,12,2,2,5,2,2,2.0
47,False,Travel_Rarely,Sales,2,2,Marketing,903,3,Female,3,2,Sales Executive,4,Married,4537.0,17783,0,True,22,4,1,8,2,3,7,6,7,7.0
37,False,Non_Travel,Sales,19,2,Medical,904,1,Male,3,3,Sales Executive,2,Single,7642.0,4814,1,True,13,3,4,10,2,3,10,0,0,3.0
50,False,Non_Travel,Research & Development,2,4,Life Sciences,905,1,Male,3,4,Manager,1,Divorced,17924.0,4544,1,False,11,3,4,31,3,3,31,6,14,7.0
39,False,Travel_Rarely,Human Resources,2,3,Life Sciences,909,4,Female,2,2,Human Resources,4,Married,5204.0,7790,8,False,11,3,3,13,3,3,5,4,0,4.0
33,False,Travel_Rarely,Human Resources,3,2,Human Resources,910,4,Male,3,1,Human Resources,2,Divorced,2277.0,22650,3,True,11,3,3,7,4,4,4,3,0,3.0
29,False,Travel_Rarely,Research & Development,7,1,Medical,912,1,Female,2,1,Laboratory Technician,4,Divorced,2532.0,6054,6,False,14,3,3,8,5,3,4,3,0,3.0
44,False,Travel_Rarely,Research & Development,9,2,Life Sciences,913,2,Male,3,1,Research Scientist,1,Married,2559.0,7508,1,False,13,3,4,8,0,3,8,7,7,1.0
28,False,Travel_Rarely,Sales,5,4,Medical,916,1,Male,3,2,Sales Executive,4,Single,4907.0,24252,1,False,14,3,2,4,3,3,4,2,0,2.0
43,False,Travel_Rarely,Research & Development,8,3,Life Sciences,920,1,Female,3,2,Manufacturing Director,2,Unknown,4765.0,23814,4,False,21,4,3,4,2,4,1,0,0,3.0
36,False,Travel_Rarely,Research & Development,14,1,Life Sciences,924,3,Male,3,2,Healthcare Representative,4,Married,4907.0,4821,0,True,17,3,1,17,2,2,16,8,4,11.0
47,False,Travel_Rarely,Sales,2,4,Life Sciences,925,4,Female,2,1,Sales Representative,4,Single,3294.0,13137,1,True,18,3,1,3,3,2,3,2,1,2.0
28,False,Travel_Rarely,Research & Development,9,3,Medical,930,3,Female,3,1,Research Scientist,3,Divorced,2377.0,9834,5,False,18,3,2,6,2,3,2,2,2,2.0
27,False,Travel_Rarely,Research & Development,4,3,Life Sciences,933,2,Female,3,1,Research Scientist,3,Single,2318.0,17808,1,False,19,3,3,1,2,3,1,1,0,0.0
34,False,Travel_Rarely,Research & Development,10,3,Life Sciences,934,2,Male,3,1,Laboratory Technician,2,Unknown,2008.0,6896,1,False,14,3,2,1,3,3,1,0,1,0.0
42,False,Travel_Rarely,Sales,14,2,Medical,936,3,Female,2,2,Sales Executive,3,Single,6244.0,7824,7,False,17,3,1,10,6,3,5,4,0,3.0
33,False,Travel_Rarely,Research & Development,1,4,Other,939,3,Male,2,1,Research Scientist,1,Single,2799.0,3339,3,True,11,3,2,6,1,3,3,2,0,2.0
58,False,Travel_Rarely,Research & Development,5,3,Technical Degree,940,3,Female,2,3,Healthcare Representative,2,Divorced,10552.0,9255,2,True,13,3,4,24,3,3,6,0,0,4.0
31,False,Travel_Rarely,Sales,7,4,Life Sciences,941,2,Male,2,1,Sales Representative,3,Married,2329.0,11737,3,False,15,3,2,13,2,4,7,7,5,2.0
35,False,Travel_Rarely,Research & Development,21,1,Unknown,942,4,Female,3,2,Healthcare Representative,4,Unknown,4014.0,19170,1,True,25,4,4,10,2,1,10,6,0,7.0
37,False,Travel_Rarely,Research & Development,8,2,Other,944,1,Female,3,3,Laboratory Technician,2,Married,7403.0,22477,4,False,11,3,3,29,3,2,26,9,1,7.0
48,False,Travel_Rarely,Research & Development,20,4,Unknown,945,4,Male,3,1,Research Scientist,3,Married,2259.0,5543,4,False,17,3,1,13,2,2,0,0,0,0.0
31,False,Non_Travel,Sales,20,2,Marketing,947,4,Female,3,2,Sales Executive,3,Married,6932.0,24406,1,False,13,3,4,9,2,2,9,8,0,0.0
37,False,Travel_Rarely,Research & Development,7,4,Other,949,2,Male,3,1,Research Scientist,4,Single,4678.0,23293,2,False,18,3,3,8,6,3,6,2,0,1.0
38,False,Travel_Rarely,Research & Development,1,3,Technical Degree,950,4,Female,3,3,Research Director,1,Married,13582.0,16292,1,False,13,3,2,15,3,3,15,12,5,11.0
32,False,Non_Travel,Research & Development,1,3,Life Sciences,951,3,Female,2,1,Laboratory Technician,2,Married,2332.0,3974,6,False,20,4,3,5,3,3,3,0,0,2.0
40,False,Travel_Rarely,Sales,10,4,Marketing,954,1,Male,2,3,Sales Executive,2,Divorced,9705.0,20652,2,False,12,3,2,11,2,2,1,0,0,0.0
26,False,Travel_Frequently,Sales,1,3,Medical,956,3,Male,2,2,Sales Executive,1,Unknown,4294.0,11148,1,False,12,3,2,7,2,3,7,7,0,7.0
41,False,Travel_Rarely,Research & Development,6,3,Medical,957,4,Male,3,1,Laboratory Technician,1,Unknown,4721.0,3119,2,True,13,3,3,20,3,3,18,13,2,17.0
36,False,Travel_Rarely,Research & Development,2,4,Medical,958,3,Male,3,1,Laboratory Technician,3,Single,2519.0,12287,4,False,21,4,3,16,6,3,11,8,3,3.0
31,False,Travel_Rarely,Research & Development,12,3,Medical,961,4,Female,3,2,Healthcare Representative,4,Married,5855.0,17369,0,True,11,3,3,10,2,1,9,7,8,5.0
40,False,Travel_Rarely,Research & Development,9,4,Medical,964,4,Male,3,1,Research Scientist,2,Divorced,3617.0,25063,8,True,14,3,4,3,2,3,1,1,0,0.0
32,False,Travel_Rarely,Research & Development,3,4,Medical,966,3,Female,3,2,Manufacturing Director,1,Married,6725.0,13554,1,False,12,3,3,8,2,4,8,7,6,3.0
33,False,Travel_Rarely,Research & Development,1,3,Unknown,969,2,Female,2,2,Healthcare Representative,4,Single,6949.0,12291,0,False,14,3,1,6,3,3,5,0,1,4.0
45,False,Non_Travel,Research & Development,4,2,Life Sciences,972,3,Male,3,2,Laboratory Technician,2,Married,4447.0,23163,1,False,12,3,2,9,3,2,9,7,0,8.0
29,False,Travel_Frequently,Sales,20,3,Technical Degree,974,3,Female,3,1,Sales Representative,4,Married,2157.0,18203,1,False,15,3,2,3,5,3,3,1,0,2.0
35,False,Travel_Rarely,Sales,18,3,Medical,975,3,Female,3,2,Sales Executive,3,Married,4601.0,6179,1,False,16,3,2,5,3,3,5,2,1,0.0
52,False,Travel_Rarely,Research & Development,1,2,Life Sciences,976,4,Male,3,4,Manager,4,Married,17099.0,13829,2,False,15,3,2,26,3,2,9,8,7,8.0
53,False,Travel_Rarely,Sales,2,2,Medical,981,3,Male,3,4,Manager,3,Divorced,14852.0,13938,6,False,13,3,3,22,3,4,17,13,15,2.0
30,False,Travel_Rarely,Sales,8,2,Other,982,3,Male,3,3,Sales Executive,3,Divorced,7264.0,9977,5,False,11,3,1,10,2,4,8,4,7,7.0
38,False,Non_Travel,Sales,10,3,Technical Degree,983,3,Female,3,2,Sales Executive,4,Unknown,5666.0,19899,1,True,13,3,2,6,1,3,5,3,1,3.0
35,False,Travel_Rarely,Sales,3,4,Life Sciences,984,4,Male,3,3,Sales Executive,4,Divorced,7823.0,6812,6,False,13,3,2,12,2,3,10,9,0,8.0
39,False,Travel_Rarely,Sales,2,5,Life Sciences,985,1,Male,4,3,Sales Executive,3,Single,7880.0,2560,0,False,18,3,4,9,3,3,8,7,0,3.0
47,False,Travel_Frequently,Research & Development,16,4,Medical,987,3,Male,4,2,Manufacturing Director,3,Divorced,5067.0,6759,1,True,19,3,3,20,3,4,19,10,2,7.0
36,False,Non_Travel,Sales,8,4,Technical Degree,990,1,Male,3,2,Sales Executive,4,Divorced,5079.0,25952,4,False,13,3,4,12,3,3,7,7,0,7.0
33,False,Non_Travel,Sales,17,3,Life Sciences,992,4,Male,3,4,Manager,3,Single,17444.0,20489,1,False,11,3,4,10,2,3,10,8,6,0.0
33,False,Travel_Rarely,Research & Development,13,1,Life Sciences,995,2,Female,3,1,Research Scientist,4,Unknown,3452.0,17241,3,False,18,3,1,5,4,3,3,2,0,2.0
45,False,Travel_Rarely,Research & Development,1,4,Unknown,996,4,Female,3,1,Laboratory Technician,4,Unknown,2270.0,11005,3,False,14,3,4,8,2,3,5,3,0,3.0
50,False,Travel_Rarely,Research & Development,1,2,Medical,997,4,Male,3,4,Research Director,4,Divorced,17399.0,6615,9,False,22,4,3,32,1,2,5,4,1,3.0
33,False,Travel_Frequently,Research & Development,1,4,Other,998,3,Female,4,2,Healthcare Representative,2,Married,5488.0,20161,1,True,13,3,1,6,2,3,6,5,1,2.0
41,False,Travel_Frequently,Research & Development,9,3,Medical,999,1,Male,3,5,Research Director,3,Divorced,19419.0,3735,2,False,17,3,2,21,3,4,18,16,0,11.0
27,False,Travel_Rarely,Research & Development,16,4,Technical Degree,1001,3,Female,3,1,Laboratory Technician,2,Married,2811.0,12086,9,False,14,3,2,4,2,3,2,2,2,2.0
45,False,Non_Travel,Research & Development,23,2,Life Sciences,1002,4,Male,3,2,Laboratory Technician,1,Married,3633.0,14039,1,True,15,3,3,9,2,3,9,8,0,8.0
47,False,Travel_Rarely,Sales,4,2,Life Sciences,1003,4,Female,3,2,Sales Executive,4,Single,4163.0,8571,1,True,17,3,3,9,0,3,9,0,0,7.0
50,False,Travel_Rarely,Research & Development,24,3,Life Sciences,1005,4,Male,3,4,Manufacturing Director,3,Married,13973.0,4161,3,True,18,3,4,22,2,3,12,11,1,5.0
37,False,Travel_Frequently,Research & Development,10,1,Unknown,1006,3,Male,3,1,Research Scientist,3,Married,2684.0,12127,0,False,17,3,2,3,0,2,2,1,0,2.0
46,False,Travel_Rarely,Research & Development,7,2,Medical,1007,4,Male,3,3,Manufacturing Director,3,Divorced,10845.0,24208,6,False,13,3,2,13,3,3,8,7,0,7.0
24,False,Travel_Rarely,Research & Development,17,1,Medical,1009,4,Female,2,2,Manufacturing Director,3,Divorced,4377.0,24117,1,False,15,3,2,5,6,3,4,2,3,2.0
31,False,Travel_Frequently,Research & Development,1,1,Life Sciences,1011,3,Female,3,2,Manufacturing Director,1,Married,4148.0,11275,1,False,12,3,3,4,1,3,4,3,0,3.0
18,False,Non_Travel,Research & Development,5,2,Life Sciences,1012,2,Male,3,1,Research Scientist,4,Single,1051.0,13493,1,False,15,3,4,0,2,3,0,0,0,0.0
54,False,Travel_Rarely,Research & Development,17,3,Technical Degree,1013,3,Female,3,3,Manufacturing Director,3,Married,10739.0,13943,8,False,11,3,3,22,3,3,10,7,0,8.0
35,False,Travel_Rarely,Research & Development,25,4,Medical,1014,3,Female,3,3,Healthcare Representative,3,Divorced,10388.0,6975,1,True,11,3,3,16,3,2,16,10,10,1.0
30,False,Travel_Rarely,Research & Development,8,2,Life Sciences,1015,2,Female,4,3,Research Director,3,Married,11416.0,17802,0,True,12,3,3,9,4,2,8,7,1,7.0
26,False,Travel_Rarely,Research & Development,2,2,Medical,1018,4,Male,4,2,Manufacturing Director,4,Married,5472.0,3334,1,False,12,3,2,8,3,3,8,7,1,3.0
